airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type,sentiment
SouthwestAir,9.63806E+17,Wed Feb 14 16:02:53 +0000 2018,"Flight Attendants Dean and Terri met on the job  and try to fly together as much as possible. They'll spend Valentâ€_ https://t.co/8SH5jkKHky,0,2,en,,18755507,,,SouthwestAir,963805512969187328,Wed Feb 14 16:01:55 +0000 2018,â€œReduce the people tension to improve the performance.â€ù @JasonYoung @SouthwestAir #NFBAExpo,0,0,en,,490319585,,,SouthwestAir,963805450759061505,Wed Feb 14 16:01:40 +0000 2018,DO IT @SouthwestAir https://t.co/mb159Xhn65,0,1,en,,22990886,,,SouthwestAir,963805250984595463,Wed Feb 14 16:00:53 +0000 2018,@BrianMayes @SouthwestAir Oh câ€™mon B - their logo features a heart so today is kinda big for them! âù_ï¸è â_¡ï¸è,0,0,en,963800212698476545,581960864,,,SouthwestAir,963805197305774083,Wed Feb 14 16:00:40 +0000 2018,@TarkioR1 Elementary School launches partnership with @SouthwestAir adopt a pilot program.   More news here: https://t.co/nYmdMCr5F4,0,0,en,,47629090,,,SouthwestAir,963804976018481152,Wed Feb 14 15:59:47 +0000 2018,. @SouthwestAir  will you be our Valentine? â™¥ï¸è #FlyCOS #ValentinesDay https://t.co/PfigjkYuUP,5,11,en,,1470283753,,,SouthwestAir,963804904128241664,Wed Feb 14 15:59:30 +0000 2018,Oh @SouthwestAir I missed this by a week. I fly next Wednesday!! https://t.co/6sDbAsxcRv,0,0,en,,183666876,,,SouthwestAir,963804658660556800,Wed Feb 14 15:58:31 +0000 2018,@SouthwestAir why do my anniversary points never populate? I had the same problem last year and had to complain to get them #sketch,0,1,en,,1027689517,,,SouthwestAir,963804341244084224,Wed Feb 14 15:57:16 +0000 2018,RT @caryaspinwall: That one time Scott Pruitt flew @SouthwestAir w/ those annoying reporters from Oklahoma he thought he would never have tâ€_,6,0,en,,21325553,,,SouthwestAir,963804291340304384,Wed Feb 14 15:57:04 +0000 2018,RT @wifemotherrunr: The beautiful Denver sunset while I waited for my connecting flight. @southwestair @cityofdenver @visitdenver https://tâ€_,1,0,en,,309653201,,,SouthwestAir,963804176793956353,Wed Feb 14 15:56:37 +0000 2018,RT @joepleader: HAPPY VALENTINEâ€™S DAY with #LOVE in the air in this photo taken last night with @SouthwestAir in #ATL!  Thanks to all of ouâ€_,1,0,en,,187804926,,,SouthwestAir,963803973869277186,Wed Feb 14 15:55:48 +0000 2018,Being away from your family on a holiday isn't always the greatest thing.  However when you fly @SouthwestAir you aâ€_ https://t.co/JGP7209LHU,0,0,en,,939254774679076864,,,SouthwestAir,963803510235123712,Wed Feb 14 15:53:58 +0000 2018,I ask @SouthwestAir a simple question on a flight I am trying to book via twitter and while waiting for their respoâ€_ https://t.co/pqigTfTEuu,0,0,en,,459651928,,,SouthwestAir,963803455163981824,Wed Feb 14 15:53:44 +0000 2018,@mchooyah I pay attention but I also fly about 100 per year.  Exit row on @SouthwestAir,0,0,en,963783697429336065,821842356509048836,,,SouthwestAir,963803454987583493,Wed Feb 14 15:53:44 +0000 2018,I just entered to win access to the @SouthwestAir #SoundStage with @InRealLife https://t.co/zV6wzFUAqr,0,0,en,,1579513585,,,SouthwestAir,963803173730246657,Wed Feb 14 15:52:37 +0000 2018,RT @SouthwestAir: A sale fare that says We love you.""",25,0,en,,8.77108E+17,,,,positive
SouthwestAir,9.63803E+17,Wed Feb 14 15:50:02 +0000 2018,@echo5juliet @SouthwestAir Amen,0,0,en,9.63802E+17,38028057,,,,negative
SouthwestAir,9.63803E+17,Wed Feb 14 15:50:01 +0000 2018,@SouthwestAir headquarters lobby. Presentation of the heroes of the heart. Recognizes small work group that goes abâ€_ https://t.co/yLU4JGlPwE,0,1,en,,152877818,,,,positive
SouthwestAir,9.63802E+17,Wed Feb 14 15:49:46 +0000 2018,Trying to book a @SouthwestAir flight and it's telling me that I can't use my #rapidrewardpoints because the date iâ€_ https://t.co/Fm1M9tZcYA,0,1,en,,1239766729,,,,negative
SouthwestAir,9.63802E+17,Wed Feb 14 15:48:49 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,4638900854,,,,neutral
SouthwestAir,9.63802E+17,Wed Feb 14 15:48:41 +0000 2018,RT @SouthwestAir: @gary_takacs We love you as a Customer  Gary! You make our #SouthwestHeart Soar! ^LJ,1,0,en,,183109835,,,,positive
SouthwestAir,9.63802E+17,Wed Feb 14 15:48:16 +0000 2018,Iâ€™ll say it. People flying with their small yappy dogs as a carry-on in the passenger compartment of a commercial fâ€_ https://t.co/sLBIm4VupR,0,2,en,,24263450,,,,negative
SouthwestAir,9.63802E+17,Wed Feb 14 15:47:36 +0000 2018,@CAIRSFBA @lsarsour @SouthwestAir Muslim brotherhood/CAIR lawfare goal to â€œdestroy their(USA)miserable house from wâ€_ https://t.co/dVaWuPBL37,0,0,en,9.6353E+17,9.012E+17,,,,negative
SouthwestAir,9.63802E+17,Wed Feb 14 15:46:24 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,186470569,,,,positive
SouthwestAir,9.63802E+17,Wed Feb 14 15:46:06 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,721418054,,,,neutral
SouthwestAir,9.63801E+17,Wed Feb 14 15:45:44 +0000 2018,@B939Country @LukeBryanOnline @KeithUrban @dustinlynch @coleswindell @MarenMorris @Sugarlandmusic @lukecombsâ€_ https://t.co/bZI5ShNwvd,0,3,en,9.63549E+17,68068207,,,,negative
SouthwestAir,9.63801E+17,Wed Feb 14 15:44:57 +0000 2018,Itâ€™s the little things @SouthwestAir ! Thanks!  Iâ€™m glad Iâ€™m a customer too!  Gonna make my trip to @BostonLogan thâ€_ https://t.co/NaGXLbPGw2,0,1,en,,3364512255,,,,negative
SouthwestAir,9.63801E+17,Wed Feb 14 15:43:45 +0000 2018,Thank you for being you  @SouthwestAir. Your Indianapolis Airport employees make life easy. ,0,0,en,,256272080,,,,positive
SouthwestAir,9.63801E+17,Wed Feb 14 15:43:43 +0000 2018,RT @philfarugia: Getting ready to board @wsedisney @SouthwestAir @WSETrojanNation @WestSenecaCSD #southwestheart https://t.co/58Qx4A5KVv,5,0,en,,1647882102,,,,neutral
SouthwestAir,9.63801E+17,Wed Feb 14 15:43:10 +0000 2018,@united horrible customer service at @iah - I miss @SouthwestAir,0,0,en,,75392728,,,,negative
SouthwestAir,9.63801E+17,Wed Feb 14 15:42:31 +0000 2018,RT @TomPeddicord: If you are at @KCIAirport  @SouthwestAir terminal B  stop and see Orin at the shoeshine just across from general gate.  Oâ€_,1,0,en,,9.28727E+17,,,,neutral
SouthwestAir,9.638E+17,Wed Feb 14 15:41:38 +0000 2018,RT @philfarugia: Getting ready to board @wsedisney @SouthwestAir @WSETrojanNation @WestSenecaCSD #southwestheart https://t.co/58Qx4A5KVv,5,0,en,,9.63767E+17,,,,neutral
SouthwestAir,9.638E+17,Wed Feb 14 15:41:22 +0000 2018,Getting ready to board @wsedisney @SouthwestAir @WSETrojanNation @WestSenecaCSD #southwestheart https://t.co/58Qx4A5KVv,5,16,en,,344287656,,,,negative
SouthwestAir,9.638E+17,Wed Feb 14 15:41:17 +0000 2018,RT @CAIRNational: #CAIR: Civil rights group files suit vs. .@SouthwestAir on behalf of a Muslim man removed from flight https://t.co/otRTIxâ€_,1,0,en,,20758263,,,,neutral
SouthwestAir,9.638E+17,Wed Feb 14 15:40:51 +0000 2018,Okay @southwestair... you're getting a little carried away with the #ValentinesDay thing. @â€_ https://t.co/AumooFFoDT,1,0,en,,20568627,,,,neutral
SouthwestAir,9.638E+17,Wed Feb 14 15:40:11 +0000 2018,@wx_becks i would prefer we begin linking these public safety professionals directly with the immense expertise inâ€_ https://t.co/6Z6zWVc8nP,1,7,en,9.63797E+17,16207364,,,,positive
SouthwestAir,9.638E+17,Wed Feb 14 15:40:02 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,264822092,,,,positive
SouthwestAir,9.638E+17,Wed Feb 14 15:38:09 +0000 2018,"@imraansiddiqi @LibyaLiberty The content. That means someone would need to understand Arabic or ""God willing"" was tâ€_ https://t.co/38qNnEDptO",0,0,en,9.63626E+17,309579529,,,,negative
SouthwestAir,9.63799E+17,Wed Feb 14 15:37:04 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,1642687129,,,,positive
SouthwestAir,9.63799E+17,Wed Feb 14 15:36:07 +0000 2018,RT @CAIRSFBA: We sued @SouthwestAir today. They removed a college student from one of their flights because he was speaking Arabic. He's stâ€_,61,0,en,,37352137,,,,neutral
SouthwestAir,9.63799E+17,Wed Feb 14 15:35:17 +0000 2018,Valentineâ€™s Day at Ft. Lauderdale airport with @SouthwestAir https://t.co/YB86EJk2l1,0,2,en,,32464609,,,,neutral
SouthwestAir,9.63799E+17,Wed Feb 14 15:35:09 +0000 2018,@SouthwestAir Philadelphia Southwest Kiosk. You can have the picture. Not going to DM it. Iâ€™ve done enough work witâ€_ https://t.co/QOwZPxRvm4,0,1,en,9.63767E+17,91698532,,,,positive
SouthwestAir,9.63799E+17,Wed Feb 14 15:34:49 +0000 2018,@aqariusqueen1 @SouthwestAir @judahandthelion So cool,0,1,en,9.63644E+17,41618312,,,,negative
SouthwestAir,9.63798E+17,Wed Feb 14 15:33:04 +0000 2018,Mad love today for my fave airline @SouthwestAir &amp; my free Valentineâ€™s Day beverage.  What should I have?,0,0,en,,23864373,,,,positive
SouthwestAir,9.63798E+17,Wed Feb 14 15:30:45 +0000 2018,This is an interesting article. Thank you @SouthwestAir for not nickel and dime their customers but still provide gâ€_ https://t.co/ClrOOmb07o,0,0,en,,581152688,,,,negative
SouthwestAir,9.63798E+17,Wed Feb 14 15:30:17 +0000 2018,@FlyTPA Will be flying out of @FlyTPA on @SouthwestAir very soon! Can't wait to see all the changes. It's been months since last visit!,0,0,en,9.63548E+17,473534549,,,,negative
SouthwestAir,9.63797E+17,Wed Feb 14 15:28:06 +0000 2018,@SouthwestAir  any updates on the flights to Hawaii? We are so ready and waiting!! #iluvswa #SouthwestAirlines,0,0,en,,19766713,US,Hoover  AL,city,neutral
SouthwestAir,9.63797E+17,Wed Feb 14 15:27:46 +0000 2018,@SouthwestAir Is it cheaper to just show up day of and grab a seat if someone doesnâ€™t show? Iâ€™m not above this...,0,0,en,9.63794E+17,2246302261,,,,neutral
SouthwestAir,9.63797E+17,Wed Feb 14 15:26:11 +0000 2018,@KufereJahi @brownskinbre @SouthwestAir well click the @ lol,0,0,en,9.63796E+17,213921812,,,,neutral
SouthwestAir,9.63796E+17,Wed Feb 14 15:25:49 +0000 2018,@brownskinbre @SouthwestAir Whatâ€™s the sale?,0,0,en,9.6379E+17,47041178,,,,neutral
SouthwestAir,9.63796E+17,Wed Feb 14 15:25:22 +0000 2018,@CAIRNational @SouthwestAir Oo somebody is about to get paaaaid,0,0,en,9.63796E+17,420125365,,,,negative
SouthwestAir,9.63796E+17,Wed Feb 14 15:25:18 +0000 2018,@SouthwestAir Meh. Give me a sale price from Phoenix to Denver on March 10 and rerun March 16 then Iâ€™ll love ya!!! #TooExpensive,0,0,en,9.63789E+17,78951898,,,,neutral
SouthwestAir,9.63796E+17,Wed Feb 14 15:23:39 +0000 2018,@SharpHeels @NM_News @SouthwestAir @cortneyabaker @IrvingChamber @TW_Agency @KickMerrilee @tonyaveasey @habercolsonâ€_ https://t.co/sD2rHcLTlC,0,2,en,9.63503E+17,35156623,US,Dallas  TX,city,negative
SouthwestAir,9.63796E+17,Wed Feb 14 15:23:09 +0000 2018,#CAIR: Civil rights group files suit vs. .@SouthwestAir on behalf of a Muslim man removed from flight https://t.co/otRTIxMrdj,1,1,en,,203060129,,,,negative
SouthwestAir,9.63795E+17,Wed Feb 14 15:22:05 +0000 2018,@jonodiener @SouthwestAir .@SouthwestAir is the best!!,0,1,en,9.63514E+17,22102177,,,,negative
SouthwestAir,9.63795E+17,Wed Feb 14 15:21:22 +0000 2018,HAPPY VALENTINEâ€™S DAY with #LOVE in the air in this photo taken last night with @SouthwestAir in #ATL!  Thanks to aâ€_ https://t.co/mh4c1ScKzW,1,2,en,,613651255,US,Hartsfield-Jackson Atlanta International Airport (ATL),poi,positive
SouthwestAir,9.63795E+17,Wed Feb 14 15:21:04 +0000 2018,How brands like @dunkindonuts and @SouthwestAir make consumers go : https://t.co/7UA9GAfKrh https://t.co/aQdzmrtUXh,0,0,en,,16260246,,,,positive
SouthwestAir,9.63795E+17,Wed Feb 14 15:19:12 +0000 2018,How to do #ValentinesDay when youâ€™re away for the second year in a row? Looks like @SouthwestAir was prepared to heâ€_ https://t.co/mKOfXLTFcO,1,5,en,,584340345,,,,negative
SouthwestAir,9.63794E+17,Wed Feb 14 15:18:09 +0000 2018,RT @SouthwestAir: And now  for something sweet. If you're flying with us on Valentine's Day  enjoy a free premium beverage on us! (21+)  Seâ€_,61,0,en,,399670044,,,,positive
SouthwestAir,9.63794E+17,Wed Feb 14 15:17:49 +0000 2018,Me at the airport this morning trying to find a flight on a different airline when @SouthwestAir said their next flâ€_ https://t.co/Ecr8ikKHm7,1,9,en,,40187491,,,,negative
SouthwestAir,9.63794E+17,Wed Feb 14 15:16:36 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,292819455,,,,positive
SouthwestAir,9.63794E+17,Wed Feb 14 15:14:56 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,16272615,,,,neutral
SouthwestAir,9.63794E+17,Wed Feb 14 15:14:26 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,2269957598,,,,positive
SouthwestAir,9.63793E+17,Wed Feb 14 15:11:40 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,3382138047,,,,positive
SouthwestAir,9.63793E+17,Wed Feb 14 15:11:10 +0000 2018,So @SouthwestAir wanna get away tickets are non refundable and we had to cancel our flights and cant get the moneyâ€_ https://t.co/7m0AwygToR,0,1,en,,8.65933E+17,,,,neutral
SouthwestAir,9.63792E+17,Wed Feb 14 15:08:59 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,220884260,,,,neutral
SouthwestAir,9.63792E+17,Wed Feb 14 15:08:23 +0000 2018,Love is in the air for our 65th Annual Engineers Week! Thank you to @WaltDisneyWorld  @SouthwestAir â€_ https://t.co/T4A1AzS9fy,0,1,en,,257614760,,,,positive
SouthwestAir,9.63792E+17,Wed Feb 14 15:06:57 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,230491179,,,,neutral
SouthwestAir,9.63791E+17,Wed Feb 14 15:05:36 +0000 2018,buy a new ticket for the price I already paid. Enjoy my last few dollars  @SouthwestAir. Not like my family hasn'tâ€_ https://t.co/4RV58rFHo2,0,1,en,9.63791E+17,77617593,,,,negative
SouthwestAir,9.63791E+17,Wed Feb 14 15:03:30 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,1540942170,,,,neutral
SouthwestAir,9.63791E+17,Wed Feb 14 15:02:51 +0000 2018,@nancyrovik @LukeBryanOnline @KeithUrban @dustinlynch @coleswindell @MarenMorris @Sugarlandmusic @lukecombsâ€_ https://t.co/krC6qawwvr,0,2,en,9.63549E+17,2163808423,,,,negative
SouthwestAir,9.6379E+17,Wed Feb 14 15:01:39 +0000 2018,@SouthwestAir why are there never any affordable flights from Indy to Charleston SC? You promote direct flights butâ€_ https://t.co/vWrBbaY5mL,0,0,en,,2246302261,,,,positive
SouthwestAir,9.6379E+17,Wed Feb 14 15:01:30 +0000 2018,Trying to book @SouthwestAir flight but the link to the Mexico sale is broken on website any suggestions?,0,0,en,,107582249,,,,negative
SouthwestAir,9.6379E+17,Wed Feb 14 15:01:28 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,3544262954,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 15:01:25 +0000 2018,@SouthwestAir I'll be watching!!!,0,0,en,9.6379E+17,161734081,,,,negative
SouthwestAir,9.6379E+17,Wed Feb 14 15:00:54 +0000 2018,@brownskinbre @SouthwestAir yikes this saleeeeeeee,0,0,en,9.6379E+17,213921812,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 15:00:42 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,98720553,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 15:00:41 +0000 2018,Funny I get more excited getting B3 than getting A59 on @SouthwestAir,0,0,en,,57677617,,,,positive
SouthwestAir,9.6379E+17,Wed Feb 14 15:00:02 +0000 2018,LUV is in the Air - @SouthwestAir has remained profitable for 45 consecutive years in an industry marred by bankrupâ€_ https://t.co/PLn4wMEWbS,0,1,en,,17026971,,,,positive
SouthwestAir,9.6379E+17,Wed Feb 14 14:59:53 +0000 2018,Where can I order @SouthwestAir peanuts ? Asking for myself,0,0,en,,262921945,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 14:59:27 +0000 2018,@brownskinbre @SouthwestAir i saw this and began planning trips lmao,0,0,en,9.6379E+17,213921812,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 14:59:03 +0000 2018,@alloveranthony @SouthwestAir safe travels kids &amp; have the best time! xo,0,1,en,9.63789E+17,24059993,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 14:58:36 +0000 2018,With this sale @SouthwestAir is literally saying  catch flights not feelings.   And I am 100% okay with that âœˆï¸è,0,1,en,,360364692,,,,neutral
SouthwestAir,9.6379E+17,Wed Feb 14 14:58:18 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,26937392,,,,neutral
SouthwestAir,9.63789E+17,Wed Feb 14 14:57:50 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,32593210,,,,neutral
SouthwestAir,9.63789E+17,Wed Feb 14 14:57:17 +0000 2018,@SouthwestAir Nice!! Lets see where we can go!!! Thank you!!,0,0,en,9.63789E+17,3301768626,,,,positive
SouthwestAir,9.63789E+17,Wed Feb 14 14:57:06 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,116527667,,,,neutral
SouthwestAir,9.63789E+17,Wed Feb 14 14:56:58 +0000 2018,"RT @SouthwestAir: A sale fare that says ""We love you.""",25,0,en,,3301768626,,,,neutral
SouthwestAir,9.63789E+17,Wed Feb 14 14:56:50 +0000 2018,@SouthwestAir After work ,0,0,en,9.63789E+17,325403398,,,,negative
SouthwestAir,9.63789E+17,Wed Feb 14 14:56:28 +0000 2018,Quit our jobs to travel  and spending #ValentinesDay with @SouthwestAir. Nothing better than free cocktails while hâ€_ https://t.co/op3Rte3JEo,0,39,en,,28033904,,,,positive
SouthwestAir,9.63789E+17,Wed Feb 14 14:55:00 +0000 2018,@SouthwestAir how can you advertise $49 sale when there are hardly any $49 one way flights?? In fact  there are nonâ€_ https://t.co/ZTcVfiS2sW,0,1,en,,161734081,,,,negative
SouthwestAir,9.63788E+17,Wed Feb 14 14:52:31 +0000 2018,My favorite emails! #itsalmosttime @southwestair #southwest #wanderlust #shhhhitsasurprise https://t.co/wpUT8lea67,0,1,en,,375915738,,,,positive
SouthwestAir,9.63788E+17,Wed Feb 14 14:50:53 +0000 2018,If we only had that new smaller airport...I could shop and dine while waiting for a much later flight. Bahahaha!!!â€_ https://t.co/GPssFKT4ju,0,0,en,,204639957,,,,negative
SouthwestAir,9.63787E+17,Wed Feb 14 14:49:53 +0000 2018,@SouthwestAir Really? My flight attendant came over the speaker and mentioned that she will take coupon or credit.â€_ https://t.co/c6VCvzW7ij,0,0,en,9.63454E+17,120312589,,,,negative
SouthwestAir,9.63787E+17,Wed Feb 14 14:49:40 +0000 2018,RT @SouthwestAir: And now  for something sweet. If you're flying with us on Valentine's Day  enjoy a free premium beverage on us! (21+)  Seâ€_,61,0,en,,94714381,,,,positive
SouthwestAir,9.63787E+17,Wed Feb 14 14:48:54 +0000 2018,RT @evankirstel: How to have fun on the job @SouthwestAir! https://t.co/ARSSEZWqKr,24,0,en,,182907835,,,,positive
SouthwestAir,9.63787E+17,Wed Feb 14 14:48:46 +0000 2018,@SouthwestAir The absolute worst flight today!!! I fly almost every week and the flight attendant is nasty!!! Maybeâ€_ https://t.co/kumBUOTuv7,0,0,en,,120312589,,,,negative
SouthwestAir,9.63787E+17,Wed Feb 14 14:48:18 +0000 2018,@SouthwestAir Magic seat great way to start the day https://t.co/J5H80j3OPT,0,1,en,,110779419,,,,negative
SouthwestAir,9.63787E+17,Wed Feb 14 14:47:41 +0000 2018,@nooloolena @SouthwestAir Adorable! The kids at school will have fun putting their valentines into that creative box. Well done  Thomas!,0,1,en,9.63187E+17,414970091,,,,negative
SouthwestAir,9.63786E+17,Wed Feb 14 14:45:30 +0000 2018,@SouthwestAir See you all next week.....and the following.  ,0,0,en,9.63786E+17,1447639429,,,,neutral
SouthwestAir,9.63786E+17,Wed Feb 14 14:44:12 +0000 2018,@southwestair Boeing 737 seconds from touchdown #wingtipwednesday #swapic https://t.co/8sKbKi22S2,0,0,en,,3002026960,,,,neutral
SouthwestAir,9.63786E+17,Wed Feb 14 14:42:55 +0000 2018,@SouthwestAir Awesome. Thx for being awesome. #happyvalentinesday2018 âù_ï¸è,0,1,en,9.63783E+17,16186656,US,San Diego  CA,city,positive
SouthwestAir,9.63785E+17,Wed Feb 14 14:42:11 +0000 2018,Thanks @SouthwestAir for the Luv vouchers ,0,0,en,,1447639429,,,,positive
SouthwestAir,9.63785E+17,Wed Feb 14 14:39:58 +0000 2018,RT @SouthwestAir: @tjpadilla_5 It happens to the best of us! Thanks for showing us effort in still trying to make it. Enjoy relaxing on youâ€_,1,0,en,,2916143712,,,,positive
SouthwestAir,9.63785E+17,Wed Feb 14 14:39:15 +0000 2018,LUV is in the air today with our Chicago Midway based Flight Attendants on our favorite holiday! #SouthwestHeartâ€_ https://t.co/unvxKAS9nd,1,20,en,,18443260,,,,positive
SouthwestAir,9.63784E+17,Wed Feb 14 14:38:25 +0000 2018,RT @RepMiaLove: Did you know that companies are giving MORE in charitable donations because of the #TaxCutsandJobsAct? @SouthWestAir â†’ $5 mâ€_,27,0,en,,19374918,,,,neutral
SouthwestAir,9.63784E+17,Wed Feb 14 14:38:08 +0000 2018,RT @CAIRSFBA: We sued @SouthwestAir today. They removed a college student from one of their flights because he was speaking Arabic. He's stâ€_,61,0,en,,2153985866,,,,neutral
SouthwestAir,9.63784E+17,Wed Feb 14 14:37:51 +0000 2018,Just discovered the first drink is on the house @SouthwestAir today for #valentinesday - good thing/too bad itâ€™s 9aâ€_ https://t.co/XMLkyBkmc9,0,1,en,,8228652,,,,positive
SouthwestAir,9.63784E+17,Wed Feb 14 14:37:36 +0000 2018,@SouthwestAir @SouthwestAir never mind itâ€™s working now. Must have been a momentary glitch. Skyoffice mode fully enâ€_ https://t.co/emruX3Di9P,0,0,en,9.63782E+17,189500117,,,,neutral
SouthwestAir,9.63784E+17,Wed Feb 14 14:37:16 +0000 2018,Happy Valentineâ€™s Day to all of the AMAZING Team Members @SouthwestAir #LuvSWA https://t.co/AFpuqZVGHx,0,0,en,,183109835,,,,positive
SouthwestAir,9.63784E+17,Wed Feb 14 14:36:26 +0000 2018,It irks me that airline apps only show the departure time rather than boarding time. I don't know about you  but thâ€_ https://t.co/rU0JOZ0pTP,0,0,en,,7828082,,,,negative
SouthwestAir,9.63784E+17,Wed Feb 14 14:36:09 +0000 2018,@SouthwestAir Very strange... I always booked SWA for my business trip.,0,0,en,9.63783E+17,186008407,,,,negative
SouthwestAir,9.63783E+17,Wed Feb 14 14:32:50 +0000 2018,Brilliant @SouthwestAir   https://t.co/heEZ3nGUj1,0,2,en,,8.87604E+17,,,,positive
