airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type,sentiment
AlaskaAir,9.60996E+17,Tue Feb 06 21:59:02 +0000 2018,.@AlaskaAir You should award air miles to your members for every Crisp Burrito they eat at Taco Time. It might notâ€_ https://t.co/rmwXcGNoT8,26,236,en,,64609353,,,,neutral
AlaskaAir,9.60995E+17,Tue Feb 06 21:54:19 +0000 2018,@DansDeals @AmericanAir @united @AlaskaAir @Delta Thanks. Very frustrated after spending all this time and money onâ€_ https://t.co/Ldq8lyU5qZ,0,1,en,9.60995E+17,25564051,,,,negative
AlaskaAir,9.60995E+17,Tue Feb 06 21:53:25 +0000 2018,@AlaskaAir 514 not to mention you guys knew it was gonna be delayed even before it landed in Seattle. Step your gamâ€_ https://t.co/kdqK430X6U,0,0,en,9.60993E+17,334302905,,,,negative
AlaskaAir,9.60995E+17,Tue Feb 06 21:53:14 +0000 2018,@michaelnoer @americanair has been a dumpster fire since the merger:  https://t.co/Vgj9HEgVyJâ€_ https://t.co/Ve9SfobQwC,1,2,en,9.6099E+17,25303785,,,,negative
AlaskaAir,9.60995E+17,Tue Feb 06 21:52:31 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,1539490698,,,,neutral
AlaskaAir,9.60994E+17,Tue Feb 06 21:51:22 +0000 2018,Can you guys start carrying green tea please?  @AlaskaAir,1,0,en,,164155782,,,,neutral
AlaskaAir,9.60994E+17,Tue Feb 06 21:48:39 +0000 2018,@AlaskaAir @trudaddytilly @http_hentai thank u for keeping us safe alaska airlines,2,8,en,9.60993E+17,634169927,,,,positive
AlaskaAir,9.60994E+17,Tue Feb 06 21:48:14 +0000 2018,RT @AlaskaAir: @trudaddytilly @http_hentai We take all threats very seriously. We are reporting this threat to Law Enforcement.,4,0,en,,634169927,,,,neutral
AlaskaAir,9.60993E+17,Tue Feb 06 21:45:51 +0000 2018,@captdonalaska @AlaskaAir Great photo! Perfect day to be above the clouds.,0,0,en,9.60992E+17,20108072,,,,positive
AlaskaAir,9.60993E+17,Tue Feb 06 21:44:53 +0000 2018,@AlaskaAir too hard today to update flight schedules on delays? Giving update an hour after you shouldâ€™ve is like wâ€_ https://t.co/YM0Olrb89Z,0,0,en,,334302905,,,,negative
AlaskaAir,9.60992E+17,Tue Feb 06 21:43:18 +0000 2018,@flypdx @AlaskaAir Good Morning sunrise AS 544 PDX-LAX! https://t.co/bWPb7UFwIN,0,1,en,,1246961996,,,,neutral
AlaskaAir,9.60992E+17,Tue Feb 06 21:43:16 +0000 2018,@ellewoodsruns You have more willpower than I!! We always end up purchasing the chow on @AlaskaAir. The cheese andâ€_ https://t.co/xlxPBTxayP,0,1,en,9.60973E+17,77620073,US,Walnut Creek  CA,city,neutral
AlaskaAir,9.60992E+17,Tue Feb 06 21:41:30 +0000 2018,@AlaskaAir hi! Im trying to request a complimentary upgrade for my flight but I get an error saying that my transacâ€_ https://t.co/N6C7B38ho8,0,0,en,,19325904,,,,negative
AlaskaAir,9.60986E+17,Tue Feb 06 21:17:11 +0000 2018,RT @AlaskaAir: @saturnsdemise We take all threats very seriously. We are reporting this threat to Law Enforcement.,19,0,en,,3710689695,,,,neutral
AlaskaAir,9.60986E+17,Tue Feb 06 21:16:56 +0000 2018,RT @saturnsdemise: Our teamtage ain't the only bomb we got dropping soon @AlaskaAir,14,0,en,,3710689695,,,,neutral
AlaskaAir,9.60985E+17,Tue Feb 06 21:15:59 +0000 2018,@AlaskaAir and @AerLingus You guys should work together for Frequent Flyer Programs. It'd be great if you did! You'â€_ https://t.co/jDCEohAvyq,0,1,en,,18144221,,,,negative
AlaskaAir,9.60985E+17,Tue Feb 06 21:13:03 +0000 2018,@michaelnoer @AlaskaAir @Delta @AmericanAir you should ask @DansDeals for advice. He's the king.,0,1,en,9.60984E+17,599727568,,,,neutral
AlaskaAir,9.60985E+17,Tue Feb 06 21:12:23 +0000 2018,RT @saturnsdemise: Our teamtage ain't the only bomb we got dropping soon @AlaskaAir,14,0,en,,7.34243E+17,,,,neutral
AlaskaAir,9.60985E+17,Tue Feb 06 21:12:17 +0000 2018,RT @AlaskaAir: @saturnsdemise We take all threats very seriously. We are reporting this threat to Law Enforcement.,19,0,en,,7.34243E+17,,,,neutral
AlaskaAir,9.60984E+17,Tue Feb 06 21:12:13 +0000 2018,RT @glarexo_: @AlaskaAir @saturnsdemise We take all threats very seriously. We are reporting this threat to Law Enforcement. https://t.co/3â€_,37,0,en,,7.34243E+17,,,,neutral
AlaskaAir,9.60984E+17,Tue Feb 06 21:09:14 +0000 2018,Shopping for a new airline. @AlaskaAir @Delta are you looking for a loyal customer who commutes between Seattle andâ€_ https://t.co/TQWqwLyTDI,0,1,en,,25564051,,,,positive
AlaskaAir,9.60984E+17,Tue Feb 06 21:08:31 +0000 2018,@AlaskaAir Food  definitely the food,0,0,en,9.60641E+17,1873459238,,,,positive
AlaskaAir,9.60981E+17,Tue Feb 06 21:00:09 +0000 2018,My @AlaskaAir 737 landing here in Sacramento this morning was rougher than the dual landings of @SpaceX booster rocâ€_ https://t.co/FtsL7f4VxC,0,4,en,,8124952,US,Sacramento  CA,city,neutral
AlaskaAir,9.60981E+17,Tue Feb 06 21:00:01 +0000 2018,In addition to expanding its codeshare with @AlaskaAir  @JAL_Official_JP also announced the expansion of its codeshâ€_ https://t.co/0Fwje1AyGd,1,17,en,,330504751,,,,neutral
AlaskaAir,9.60981E+17,Tue Feb 06 20:58:50 +0000 2018,@AlaskaAir Wheels werenâ€™t up until 10:43 just landed in SD 12:58 running hour behind isnâ€™t the smoothest,0,0,en,9.60947E+17,28019514,,,,positive
AlaskaAir,9.6098E+17,Tue Feb 06 20:54:46 +0000 2018,@AlaskaAir Downtown Seattle  and I canâ€™t think of the name of that building,0,0,en,9.60908E+17,456534642,,,,neutral
AlaskaAir,9.6098E+17,Tue Feb 06 20:53:15 +0000 2018,@AlaskaAir Quickie Mart,0,0,en,9.60908E+17,467072728,,,,negative
AlaskaAir,9.60979E+17,Tue Feb 06 20:52:20 +0000 2018,RT @BandInSeattle: If you're flying @AlaskaAir this month  make sure to tune in to @BandInSeattle on their in-flight entertainment! This moâ€_,6,0,en,,14400662,,,,neutral
AlaskaAir,9.60978E+17,Tue Feb 06 20:47:03 +0000 2018,These @AlaskaAir agents went WAY above and beyond for a honeymooning couple. Weâ€™ll be telling their story at ourâ€_ https://t.co/aIx27gElgJ,0,3,en,,259895610,,,,negative
AlaskaAir,9.60978E+17,Tue Feb 06 20:46:30 +0000 2018,@AlaskaAir Can you help me find my Alaska record locator for a flight booked on AA but operated by Alaska?,0,0,en,,7.94294E+17,,,,neutral
AlaskaAir,9.60978E+17,Tue Feb 06 20:45:57 +0000 2018,Thank you for the upgrade  @AlaskaAir!,0,1,en,,7926002,US,Portland International Airport  Portland,neighborhood,positive
AlaskaAir,9.60975E+17,Tue Feb 06 20:33:55 +0000 2018,@AlaskaAir Hey! I am flying to LA for the @TimbersFC game against the Galaxy and already have my plane tickets... aâ€_ https://t.co/0cpSgIOZcZ,0,1,en,,12894032,,,,neutral
AlaskaAir,9.60975E+17,Tue Feb 06 20:32:34 +0000 2018,@AlaskaAir Flatiron Building,0,0,en,9.60908E+17,1431424471,,,,negative
AlaskaAir,9.60974E+17,Tue Feb 06 20:31:40 +0000 2018,@brookeandberk And thatâ€™s why I stick with @AlaskaAir,0,0,en,9.60912E+17,269906582,,,,negative
AlaskaAir,9.60973E+17,Tue Feb 06 20:25:08 +0000 2018,"Photo of N925VA  an @AlaskaAir Airbus A321neo  painted in special ""Most West Coast"" livery  with a white tail. Wasâ€_ https://t.co/A7p424D7Su",0,1,en,,148042965,,,,neutral
AlaskaAir,9.60971E+17,Tue Feb 06 20:19:03 +0000 2018,RT @redresort: Feeling snow envy from RED?!? 1) Hop on to @AlaskaAir 2) fly into Spokane 3) Receive 1 FREE Adult Lift Pass to RED 4) Enjoyâ€_,1,0,en,,8.05141E+17,,,,neutral
AlaskaAir,9.6097E+17,Tue Feb 06 20:13:11 +0000 2018,@SouthAsianBuzz @AlaskaAir wasn't able to fit it in the plane.  ,0,0,en,9.60965E+17,2433053959,,,,negative
AlaskaAir,9.60967E+17,Tue Feb 06 20:02:50 +0000 2018,@AlaskaAir @TimbersFC Personally I donâ€™t care about timbers fc. I do like European soccer though.,0,0,en,9.60721E+17,88109141,US,Los Angeles  CA,city,positive
AlaskaAir,9.60966E+17,Tue Feb 06 19:58:50 +0000 2018,@AlaskaAir @TimbersFC I found the Alaska/Timbers scarf online. I'll probably go get one now.,0,0,en,,426295257,,,,neutral
AlaskaAir,9.60965E+17,Tue Feb 06 19:56:05 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,325350393,,,,neutral
AlaskaAir,9.60965E+17,Tue Feb 06 19:55:16 +0000 2018,If you are an @AlaskaAir  elite flying to Australia  you might want to check out the @Qantas  Lounges https://t.co/xyOcpa5WJ2,2,5,en,,3012061446,,,,neutral
AlaskaAir,9.60965E+17,Tue Feb 06 19:54:47 +0000 2018,"@AlaskaAir I've been trying for weeks to get credit for a Virgin Flight I took on Jan 1st  after ""Mileage Planâ„¢ becâ€_ https://t.co/wOLfaX6MWM",0,0,en,,8660372,,,,negative
AlaskaAir,9.60965E+17,Tue Feb 06 19:54:12 +0000 2018,@AlaskaAir Alaska headquarters,0,0,en,9.60908E+17,9.51464E+17,,,,neutral
AlaskaAir,9.60964E+17,Tue Feb 06 19:51:52 +0000 2018,@AlaskaAir Thanks for the smooth and early ride to Kona #TravelTuesday https://t.co/YTasXAivf9,0,0,en,9.60908E+17,241671222,,,,positive
AlaskaAir,9.60964E+17,Tue Feb 06 19:49:57 +0000 2018,RT @AlaskaAir: Big news. Weâ€™ve picked up the option on our contract to play for another five years with @TimbersFC. We celebrated Rose Cityâ€_,39,0,en,,14827375,,,,neutral
AlaskaAir,9.60964E+17,Tue Feb 06 19:48:48 +0000 2018,DONâ€™T TEMPT ME  @AlaskaAir!   (Also  is it bad that I saw this email and thought to myself: â€œooooh  Din Tai Fung anâ€_ https://t.co/iW9TZCMZUE,0,2,en,,430072028,,,,negative
AlaskaAir,9.60963E+17,Tue Feb 06 19:46:04 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,1873459238,,,,neutral
AlaskaAir,9.60963E+17,Tue Feb 06 19:45:55 +0000 2018,|RT @TimbersFC: We are excited to announce the club has entered into a multi-year partnership extension with @AlaskaAir! âœˆï¸èâ__  DETAILS || httpâ€_|,32,0,en,,1873459238,,,,neutral
AlaskaAir,9.60962E+17,Tue Feb 06 19:44:08 +0000 2018,@AlaskaAir And again. @AlaskaAir https://t.co/Q95IcA0ThE,0,0,en,9.18124E+17,22857538,,,,negative
AlaskaAir,9.60962E+17,Tue Feb 06 19:41:36 +0000 2018,@AlaskaAir #Phoenix!!  I hear your body makes itâ€™s own Vitamin D there!!! https://t.co/yIrOIwFDCW,0,0,en,9.60961E+17,87400361,,,,positive
AlaskaAir,9.60961E+17,Tue Feb 06 19:40:27 +0000 2018,@AlaskaAir can I pack canned beverages in a carry on bag?,0,0,en,,22882138,,,,negative
AlaskaAir,9.60961E+17,Tue Feb 06 19:40:11 +0000 2018,@bigmouthbarry @united @AlaskaAir Feel your frustration Matt. I have had so many problems with them  I will drive iâ€_ https://t.co/zdyp8wGxat,0,0,en,9.60731E+17,495444311,,,,negative
AlaskaAir,9.60961E+17,Tue Feb 06 19:38:26 +0000 2018,Adios  grey sky blanket. See you in a few days. @AlaskaAir https://t.co/qG7ixBBxEQ,0,0,en,,87400361,,,,neutral
AlaskaAir,9.6096E+17,Tue Feb 06 19:35:33 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,258379119,,,,neutral
AlaskaAir,9.60959E+17,Tue Feb 06 19:31:17 +0000 2018,If you're flying @AlaskaAir this month  make sure to tune in to @BandInSeattle on their in-flight entertainment! Thâ€_ https://t.co/1u5lwAQ2Ud,6,12,en,,1737379160,,,,neutral
AlaskaAir,9.60957E+17,Tue Feb 06 19:21:31 +0000 2018,5 things to know for Tuesday: A pair of Portland marketing mainstays shift gears https://t.co/SU5Ty5rxSe viaâ€_ https://t.co/Mw7TPmISMj,0,1,en,,1457455298,,,,neutral
AlaskaAir,9.60955E+17,Tue Feb 06 19:13:41 +0000 2018,My ride to Chicago on @AlaskaAir is here... time to #ArmorUp #SaveLives âœŒï¸èâœŒï¸èâœŒï¸è https://t.co/CaJZKnZMI4,0,2,en,,88782437,,,,negative
AlaskaAir,9.60953E+17,Tue Feb 06 19:07:57 +0000 2018,@AlaskaAir Flat Iron NYC,0,0,en,9.60908E+17,3282806659,US,Los Angeles  CA,city,neutral
AlaskaAir,9.60951E+17,Tue Feb 06 18:59:07 +0000 2018,@AlaskaAir Flatiron NYC,0,0,en,9.60908E+17,212233819,,,,negative
AlaskaAir,9.60951E+17,Tue Feb 06 18:58:16 +0000 2018,Good Morning Seattle~ @AlaskaAir getting us there!!! Honeymoon here we come! âœŒâù_ï¸èâœŒâù_ï¸è https://t.co/Bp9IGu5fC1,0,0,en,,2362001634,US,Seattle  WA,city,negative
AlaskaAir,9.6095E+17,Tue Feb 06 18:57:07 +0000 2018,@AlaskaAir Flatiron,0,0,en,9.60908E+17,22140435,,,,negative
AlaskaAir,9.6095E+17,Tue Feb 06 18:56:04 +0000 2018,@AlaskaAir I found your mascots twin on my flight this morning âœˆï¸èâœˆï¸è https://t.co/bkPb6Svssw,0,0,en,,9.28901E+17,,,,positive
AlaskaAir,9.6095E+17,Tue Feb 06 18:53:37 +0000 2018,Thank you @AlaskaAir for your kindness and compassion. https://t.co/xTPbYfwSBb,1,28,en,,14755812,US,Olympia  WA,city,positive
AlaskaAir,9.60948E+17,Tue Feb 06 18:48:30 +0000 2018,RT @AlaskaAir: We can't decide if we love the food or the scenery more in #Austin. Which has your vote? #iFlyAlaska https://t.co/XSWWsDRiNO,6,0,en,,23719152,,,,neutral
AlaskaAir,9.60948E+17,Tue Feb 06 18:47:39 +0000 2018,@AlaskaAir Awesome!  You continue to be my favorite airline...but wish you had more flights to the Midwest!,0,0,en,9.60947E+17,15773502,,,,positive
AlaskaAir,9.60948E+17,Tue Feb 06 18:47:17 +0000 2018,I wonder if @AlaskaAir will do LAX-LIH and LAX-KOA.,0,0,en,,4894035661,,,,negative
AlaskaAir,9.60948E+17,Tue Feb 06 18:46:39 +0000 2018,@MccShireen @AlaskaAir Awww  warm fuzzies for the good guys,0,0,en,9.60946E+17,301702336,,,,positive
AlaskaAir,9.60947E+17,Tue Feb 06 18:44:29 +0000 2018,@VirginAmerica one of my favorite pictures on a my last flight before the official merger with @AlaskaAir. Lookingâ€_ https://t.co/arqr9jdFhz,0,0,en,,260031320,,,,neutral
AlaskaAir,9.60946E+17,Tue Feb 06 18:41:09 +0000 2018,@AlaskaAir my layover in Chicago is greatly extended. Been considering buying an Alaska Lounge membership (to alsoâ€_ https://t.co/Ot3FVU0igg,0,0,en,,15773502,,,,neutral
AlaskaAir,9.60946E+17,Tue Feb 06 18:40:32 +0000 2018,#IFlyAlaska for this exact reason. I've always had excellent customer service on all of my #Alaska flights and trusâ€_ https://t.co/HQtZ04bU2E,0,2,en,,4441634717,,,,positive
AlaskaAir,9.60946E+17,Tue Feb 06 18:40:07 +0000 2018,@AlaskaAir Yes Iâ€™m currently on the tarmac for flight 514 to SAn Diego with a departure time of 9:45,0,0,en,9.60946E+17,28019514,,,,negative
AlaskaAir,9.60945E+17,Tue Feb 06 18:36:59 +0000 2018,@SeaTacAirport howâ€™s your on-time departures going this morning with @AlaskaAir ?,0,0,en,,28019514,,,,neutral
AlaskaAir,9.60945E+17,Tue Feb 06 18:36:27 +0000 2018,RT @AlaskaAir: Can you name this iconic building? #TravelTuesday https://t.co/BjJ0RiLJbM,6,0,en,,61929656,,,,neutral
AlaskaAir,9.60945E+17,Tue Feb 06 18:36:27 +0000 2018,@MerrittPaulson @Sboy79 Middle of the pack $ wise but you get something else...full can of soda rather than cup? Leâ€_ https://t.co/rlWjxGW6bE,0,0,en,9.60921E+17,2170986948,US,Portland  OR,city,neutral
AlaskaAir,9.60945E+17,Tue Feb 06 18:33:47 +0000 2018,@AlaskaAir Seems like a logical way to raise revenue for needed infrastructure improvements,0,0,en,9.60936E+17,470629132,US,Corvallis  OR,city,neutral
AlaskaAir,9.60944E+17,Tue Feb 06 18:32:20 +0000 2018,@AlaskaAir Flatiron Building in NYC! I was just there @AlaskaAir ! https://t.co/WdEEG9kENA,0,1,en,9.60908E+17,576877555,,,,negative
AlaskaAir,9.60944E+17,Tue Feb 06 18:29:27 +0000 2018,"@TimbersFC @AlaskaAir Is there any possibility of having it as ""Fly Alaska"" or  is that trademarked by Emirate airlines?",0,1,en,9.60674E+17,3045390997,,,,neutral
AlaskaAir,9.60942E+17,Tue Feb 06 18:24:04 +0000 2018,@BenjiManTV @AlaskaAir Sheâ€™s a bright star in the making @BenjiManTV and @itsjudytime !!!!! I just feel it in my boâ€_ https://t.co/6ZNj3kCFL7,0,0,en,9.60374E+17,741438572,,,,positive
AlaskaAir,9.60941E+17,Tue Feb 06 18:17:56 +0000 2018,Leg #1 completed  landed Seattle. Next leg on @AlaskaAir off to the â€œWindy Cityâ€ù beautiful flight over this morningâ€_ https://t.co/bIHTkT5TDD,0,2,en,,88782437,,,,positive
AlaskaAir,9.6094E+17,Tue Feb 06 18:16:07 +0000 2018,@AlaskaAir Flat Iron. #pickme,0,0,en,9.60908E+17,2572322012,,,,neutral
AlaskaAir,9.6094E+17,Tue Feb 06 18:13:34 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,1667758969,,,,neutral
AlaskaAir,9.60939E+17,Tue Feb 06 18:11:25 +0000 2018,#PDX -&gt; RNO on @AlaskaAir this morning. @flypdx,0,1,en,,254307490,US,Portland International Airport (PDX),poi,neutral
AlaskaAir,9.60938E+17,Tue Feb 06 18:06:57 +0000 2018,@AlaskaAir Flatiron,0,0,en,9.60908E+17,58244121,,,,negative
AlaskaAir,9.60938E+17,Tue Feb 06 18:05:49 +0000 2018,@AlaskaAir Thanks for the cozy ride â€” and the sweet view! https://t.co/Aj0JnSBZhU,0,0,en,,353860960,,,,positive
AlaskaAir,9.60937E+17,Tue Feb 06 18:05:05 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,7.33763E+17,,,,neutral
AlaskaAir,9.60937E+17,Tue Feb 06 18:01:30 +0000 2018,RT @AlaskaAir: Big news. Weâ€™ve picked up the option on our contract to play for another five years with @TimbersFC. We celebrated Rose Cityâ€_,39,0,en,,2300706584,,,,neutral
AlaskaAir,9.60936E+17,Tue Feb 06 18:01:09 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,7.67198E+17,,,,neutral
AlaskaAir,9.60936E+17,Tue Feb 06 18:00:04 +0000 2018,.@duckhornwine  @ClosLaChance  @rombauervino &amp; @minerwines - just a taste of what you'll be sipping at  w/ theâ€_ https://t.co/d1uTpzgCyY,5,10,en,,2153748120,,,,negative
AlaskaAir,9.60936E+17,Tue Feb 06 17:58:41 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,35976227,,,,neutral
AlaskaAir,9.60936E+17,Tue Feb 06 17:58:40 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,14185226,,,,neutral
AlaskaAir,9.60935E+17,Tue Feb 06 17:56:07 +0000 2018,@AlaskaAir Flat iron in New York,0,0,en,9.60908E+17,9.42315E+17,,,,neutral
AlaskaAir,9.60935E+17,Tue Feb 06 17:55:08 +0000 2018,@AlaskaAir Flatiron,0,0,en,9.60908E+17,298550974,,,,negative
AlaskaAir,9.60934E+17,Tue Feb 06 17:52:56 +0000 2018,So @alaskaair this may be a dumb question but why not have some sort of ramp or portable conveyor to get bags fromâ€_ https://t.co/Xv8ktPnTni,0,0,en,,172784017,,,,negative
AlaskaAir,9.60934E+17,Tue Feb 06 17:49:43 +0000 2018,Decent place  a bit older in decor but very nice @MandalayBay. Early check in ftw. Left 6:30 landed 8:15 fastest flâ€_ https://t.co/ldmAXn3cmD,4,3,en,,3317947172,,,,positive
AlaskaAir,9.60932E+17,Tue Feb 06 17:45:03 +0000 2018,The Timbers &amp; Alaska Airlines renewed their partnership this week  keeping the airlineâ€™s logos on Timbersâ€™ kits andâ€_ https://t.co/bS0g1jOUZR,0,0,en,,4798900398,,,,neutral
AlaskaAir,9.60932E+17,Tue Feb 06 17:45:03 +0000 2018,The Timbers &amp; Alaska Airlines renewed their partnership this week  keeping the airlineâ€™s logos on Timbersâ€™ kits andâ€_ https://t.co/MG011TXpT8,0,3,en,,55473790,,,,neutral
AlaskaAir,9.60932E+17,Tue Feb 06 17:43:28 +0000 2018,@AlaskaAir Flatiron,0,0,en,9.60908E+17,4179686237,,,,negative
AlaskaAir,9.60931E+17,Tue Feb 06 17:37:46 +0000 2018,@AlaskaAir The Continental? Lol,0,0,en,9.60908E+17,299301001,,,,neutral
AlaskaAir,9.6093E+17,Tue Feb 06 17:35:04 +0000 2018,Thanks @AlaskaAir for the 1st upgrade. I guess since you bought @VirginAmerica youâ€™re now my favorite,0,5,en,,570436252,US,California  USA,admin,neutral
AlaskaAir,9.60928E+17,Tue Feb 06 17:27:36 +0000 2018,@AlaskaAir Flatiron,0,0,en,9.60908E+17,116925909,,,,negative
AlaskaAir,9.60927E+17,Tue Feb 06 17:25:35 +0000 2018,@xmppjp @akaCreek @AlaskaAir @FBI fbi in france yup,0,0,en,9.60664E+17,2727674574,,,,neutral
AlaskaAir,9.60927E+17,Tue Feb 06 17:23:47 +0000 2018,@AlaskaAir Hi  I'm checking in for my flight and thought I'd have a complimentary checked bag because I'm a CC mileâ€_ https://t.co/3IaoOewRQw,0,0,en,,733159039,,,,neutral
AlaskaAir,9.60925E+17,Tue Feb 06 17:16:29 +0000 2018,Aww  how cute of @AlaskaAir! Though these United comments still make me angry.. https://t.co/rFpSlkksYy,0,0,en,,8.81094E+17,,,,positive
AlaskaAir,9.60925E+17,Tue Feb 06 17:15:16 +0000 2018,@AlaskaAir That's too bad. Thanks for the quick reply.,0,0,en,9.60925E+17,17155945,,,,positive
AlaskaAir,9.60924E+17,Tue Feb 06 17:11:43 +0000 2018,@AlaskaAir Flatiron Building NYC,0,0,en,9.60908E+17,27994181,,,,negative
AlaskaAir,9.60924E+17,Tue Feb 06 17:11:10 +0000 2018,@AlaskaAir Flatiron...Broadway &amp; 22nd in NYC?,0,0,en,9.60908E+17,91501718,,,,negative
AlaskaAir,9.60924E+17,Tue Feb 06 17:09:55 +0000 2018,How come there are no direct flights from SDQ/Dominican Republic to LAX? What's easiest (shortest time) route for tâ€_ https://t.co/86RFOjpZeC,0,0,en,,17155945,,,,neutral
AlaskaAir,9.60923E+17,Tue Feb 06 17:08:22 +0000 2018,@rohanaanand @AlaskaAir Soft product vs crew  Can't blame catering on the crew,0,0,en,9.60922E+17,24115965,,,,positive
AlaskaAir,9.60922E+17,Tue Feb 06 17:04:45 +0000 2018,@doublewidesfly @AlaskaAir such a change in sentiments from your prior tweet...,0,1,en,9.60914E+17,287005653,,,,neutral
AlaskaAir,9.60922E+17,Tue Feb 06 17:03:55 +0000 2018,@AlaskaAir The flat iron building of NYC! #TravelTuesday,0,0,en,9.60908E+17,727568784,,,,neutral
AlaskaAir,9.60922E+17,Tue Feb 06 17:02:58 +0000 2018,@AlaskaAir The flat iron building of NYC!,0,0,en,9.60908E+17,727568784,,,,neutral
AlaskaAir,9.60922E+17,Tue Feb 06 17:02:47 +0000 2018,RT @AlaskaAir: @safecallnoworg Thank you for choosing to fly with us! #iFlyAlaska  -Maeghan,1,0,en,,88782437,,,,neutral
AlaskaAir,9.60922E+17,Tue Feb 06 17:02:35 +0000 2018,@AlaskaAir Smith tower,0,0,en,9.60908E+17,163305091,,,,neutral
AlaskaAir,9.60922E+17,Tue Feb 06 17:02:08 +0000 2018,@AlaskaAir My very favorite New York City building  the Flat Iron!,0,1,en,9.60908E+17,29525010,,,,neutral
AlaskaAir,9.60921E+17,Tue Feb 06 16:59:43 +0000 2018,RT @airfarewatchdog: From @AlaskaAir: Winter/Spring Deals on Nonstop Flights from $80 Round-Trip https://t.co/ShyXPdLcCF #airfare #flightsâ€_,4,0,en,,32682114,,,,neutral
AlaskaAir,9.60921E+17,Tue Feb 06 16:59:36 +0000 2018,RT @airfarewatchdog: From @AlaskaAir: Winter/Spring Deals on Nonstop Flights from $80 Round-Trip https://t.co/ShyXPdLcCF #airfare #flightsâ€_,4,0,en,,29902451,,,,neutral
AlaskaAir,9.60921E+17,Tue Feb 06 16:59:15 +0000 2018,RT @airfarewatchdog: From @AlaskaAir: Winter/Spring Deals on Nonstop Flights from $80 Round-Trip https://t.co/ShyXPdLcCF #airfare #flightsâ€_,4,0,en,,3056076261,,,,neutral
AlaskaAir,9.60921E+17,Tue Feb 06 16:59:05 +0000 2018,From @AlaskaAir: Winter/Spring Deals on Nonstop Flights from $80 Round-Trip https://t.co/ShyXPdLcCF #airfareâ€_ https://t.co/r59xGvK9Fw,4,14,en,,10937622,,,,neutral
AlaskaAir,9.60919E+17,Tue Feb 06 16:51:27 +0000 2018,@AlaskaAir flat iron  studied it in architecture school,0,1,en,9.60908E+17,18291256,,,,neutral
AlaskaAir,9.60918E+17,Tue Feb 06 16:47:49 +0000 2018,@AlaskaAir Flatiron building in nyc,0,0,en,9.60908E+17,986016770,,,,negative
AlaskaAir,9.60917E+17,Tue Feb 06 16:44:06 +0000 2018,One more time...  (@ Alaska Airlines' McGee Building - @alaskaair in Seatac  WA) https://t.co/D27bwIsBl3,0,0,en,,42353374,,,,neutral
AlaskaAir,9.60917E+17,Tue Feb 06 16:42:27 +0000 2018,@AlaskaAir Flatiron building in NYC - The Big Apple,0,0,en,9.60908E+17,176602096,,,,neutral
AlaskaAir,9.60916E+17,Tue Feb 06 16:40:07 +0000 2018,RT @AlaskaAir: Can you name this iconic building? #TravelTuesday https://t.co/BjJ0RiLJbM,6,0,en,,326540264,,,,neutral
AlaskaAir,9.60916E+17,Tue Feb 06 16:40:05 +0000 2018,@AlaskaAir That's correct,0,0,en,9.60916E+17,24115965,,,,neutral
AlaskaAir,9.60916E+17,Tue Feb 06 16:38:38 +0000 2018,@AlaskaAir Flatiron NYC!  Great city! ,0,0,en,9.60908E+17,2720897397,,,,negative
AlaskaAir,9.60915E+17,Tue Feb 06 16:35:43 +0000 2018,@flyguy84 @AlaskaAir Should have continued up anyway and tried,0,0,en,9.60914E+17,24115965,,,,negative
AlaskaAir,9.60915E+17,Tue Feb 06 16:34:49 +0000 2018,@AlaskaAir @TimbersFC Congrats! Exciting news!,0,0,en,9.60721E+17,2424892610,,,,positive
